[2026-07-10 20:52:56] This is codeql database index-files --include-extension=.yaml --include-extension=.yml --also-match-lgtm-index-filters --size-limit=5m --language yaml -- /Users/epratama/Sites/opencode/website-resume/db-backend-python
[2026-07-10 20:52:56] Log file was started late.
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/docs/bcdoc/__pycache__...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/retries...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/retries/__pycache__...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/vendored...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/vendored/__pycache__...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/vendored/requests...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/vendored/requests/__pycache__...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/vendored/requests/packages...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/vendored/requests/packages/__pycache__...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/vendored/requests/packages/urllib3...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/vendored/requests/packages/urllib3/__pycache__...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/crt...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/crt/__pycache__...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/oam...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/oam/2022-06-10...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/iotwireless...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/iotwireless/2020-11-22...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/forecast...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/forecast/2018-06-26...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/bedrock-runtime...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/bedrock-runtime/2023-09-30...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/codebuild...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/codebuild/2016-10-06...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/iotdeviceadvisor...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/iotdeviceadvisor/2020-09-18...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/codeguruprofiler...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/codeguruprofiler/2019-07-18...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/kinesis...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/kinesis/2013-12-02...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/kinesisvideo...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/kinesisvideo/2017-09-30...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/pinpoint...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/pinpoint/2016-12-01...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/chime...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/chime/2018-05-01...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/iottwinmaker...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/iottwinmaker/2021-11-29...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/organizations...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/organizations/2016-11-28...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/networkflowmonitor...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/networkflowmonitor/2023-04-19...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/shield...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/shield/2016-06-02...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/ssm...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/ssm/2014-11-06...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/arc-zonal-shift...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/arc-zonal-shift/2022-10-30...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/workspaces-thin-client...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/workspaces-thin-client/2023-08-22...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/partnercentral-selling...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/partnercentral-selling/2022-07-26...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/geo-places...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/geo-places/2020-11-19...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/signer...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/signer/2017-08-25...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/marketplace-reporting...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/marketplace-reporting/2018-05-10...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/servicecatalog...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/servicecatalog/2015-12-10...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/lakeformation...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/lakeformation/2017-03-31...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/pcs...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/pcs/2023-02-10...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/secretsmanager...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/secretsmanager/2017-10-17...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/kinesis-video-webrtc-storage...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/kinesis-video-webrtc-storage/2018-05-10...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/mediaconnect...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/mediaconnect/2018-11-14...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/mwaa...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/mwaa/2020-07-01...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/kms...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/kms/2014-11-01...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/quicksight...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/quicksight/2018-04-01...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/workmail...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/workmail/2017-10-01...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/signer-data...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/signer-data/2017-08-25...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/frauddetector...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/frauddetector/2019-11-15...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/lookoutequipment...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/lookoutequipment/2020-12-15...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/securitylake...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/securitylake/2018-05-10...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/cloudwatch...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/cloudwatch/2010-08-01...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/glue...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/glue/2017-03-31...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/personalize-events...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/personalize-events/2018-03-22...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/voice-id...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/voice-id/2021-09-27...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/s3...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/s3/2006-03-01...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/appintegrations...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/appintegrations/2020-07-29...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/ssm-contacts...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/ssm-contacts/2021-05-03...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/chime-sdk-meetings...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/chime-sdk-meetings/2021-07-15...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/sesv2...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/sesv2/2019-09-27...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/bedrock-agentcore-control...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/bedrock-agentcore-control/2023-06-05...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/emr...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/emr/2009-03-31...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/controltower...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/controltower/2018-05-10...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/resource-explorer-2...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/resource-explorer-2/2022-07-28...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/rtbfabric...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/rtbfabric/2023-05-15...
[2026-07-10 20:52:56] [PROGRESS] resolve files> Scanning /Users/epratama/Sites/opencode/website-resume/backend/.venv/lib/python3.14/site-packages/botocore/data/personalize...
